,title,abstract,categories
433113,"Representation Learning and Identity Adversarial Training for Facial
  Behavior Understanding","  Facial Action Unit (AU) detection has gained significant research attention
as AUs contain complex expression information. In this paper, we unpack two
fundamental factors in AU detection: data and subject identity regularization,
respectively. Motivated by recent advances in foundation models, we highlight
the importance of data and collect a diverse dataset Face9M, comprising 9
million facial images, from multiple public resources. Pretraining a masked
autoencoder on Face9M yields strong performance in AU detection and facial
expression tasks. We then show that subject identity in AU datasets provides a
shortcut learning for the model and leads to sub-optimal solutions to AU
predictions. To tackle this generic issue of AU tasks, we propose Identity
Adversarial Training (IAT) and demonstrate that a strong IAT regularization is
necessary to learn identity-invariant features. Furthermore, we elucidate the
design space of IAT and empirically show that IAT circumvents the identity
shortcut learning and results in a better solution. Our proposed methods,
Facial Masked Autoencoder (FMAE) and IAT, are simple, generic and effective.
Remarkably, the proposed FMAE-IAT approach achieves new state-of-the-art F1
scores on BP4D (67.1\%), BP4D+ (66.8\%), and DISFA (70.1\%) databases,
significantly outperforming previous work. We release the code and model at
https://github.com/forever208/FMAE-IAT, the first open-sourced facial model
pretrained on 9 million diverse images.
",cs.CV
71491,"Early or Late Fusion Matters: Efficient RGB-D Fusion in Vision
  Transformers for 3D Object Recognition","  The Vision Transformer (ViT) architecture has established its place in
computer vision literature, however, training ViTs for RGB-D object recognition
remains an understudied topic, viewed in recent literature only through the
lens of multi-task pretraining in multiple vision modalities. Such approaches
are often computationally intensive, relying on the scale of multiple
pretraining datasets to align RGB with 3D information. In this work, we propose
a simple yet strong recipe for transferring pretrained ViTs in RGB-D domains
for 3D object recognition, focusing on fusing RGB and depth representations
encoded jointly by the ViT. Compared to previous works in multimodal
Transformers, the key challenge here is to use the attested flexibility of ViTs
to capture cross-modal interactions at the downstream and not the pretraining
stage. We explore which depth representation is better in terms of resulting
accuracy and compare early and late fusion techniques for aligning the RGB and
depth modalities within the ViT architecture. Experimental results in the
Washington RGB-D Objects dataset (ROD) demonstrate that in such RGB -> RGB-D
scenarios, late fusion techniques work better than most popularly employed
early fusion. With our transfer baseline, fusion ViTs score up to 95.4% top-1
accuracy in ROD, achieving new state-of-the-art results in this benchmark. We
further show the benefits of using our multimodal fusion baseline over unimodal
feature extractors in a synthetic-to-real visual adaptation as well as in an
open-ended lifelong learning scenario in the ROD benchmark, where our model
outperforms previous works by a margin of >8%. Finally, we integrate our method
with a robot framework and demonstrate how it can serve as a perception utility
in an interactive robot learning scenario, both in simulation and with a real
robot.
",cs.CV cs.RO
459899,"LMT-GP: Combined Latent Mean-Teacher and Gaussian Process for
  Semi-supervised Low-light Image Enhancement","  While recent low-light image enhancement (LLIE) methods have made significant
advancements, they still face challenges in terms of low visual quality and
weak generalization ability when applied to complex scenarios. To address these
issues, we propose a semi-supervised method based on latent mean-teacher and
Gaussian process, named LMT-GP. We first design a latent mean-teacher framework
that integrates both labeled and unlabeled data, as well as their latent
vectors, into model training. Meanwhile, we use a mean-teacher-assisted
Gaussian process learning strategy to establish a connection between the latent
and pseudo-latent vectors obtained from the labeled and unlabeled data. To
guide the learning process, we utilize an assisted Gaussian process regression
(GPR) loss function. Furthermore, we design a pseudo-label adaptation module
(PAM) to ensure the reliability of the network learning. To demonstrate our
method's generalization ability and effectiveness, we apply it to multiple LLIE
datasets and high-level vision tasks. Experiment results demonstrate that our
method achieves high generalization performance and image quality. The code is
available at https://github.com/HFUT-CV/LMT-GP.
",cs.CV
256092,"Semi-Supervised Crowd Counting with Contextual Modeling: Facilitating
  Holistic Understanding of Crowd Scenes","  To alleviate the heavy annotation burden for training a reliable crowd
counting model and thus make the model more practicable and accurate by being
able to benefit from more data, this paper presents a new semi-supervised
method based on the mean teacher framework. When there is a scarcity of labeled
data available, the model is prone to overfit local patches. Within such
contexts, the conventional approach of solely improving the accuracy of local
patch predictions through unlabeled data proves inadequate. Consequently, we
propose a more nuanced approach: fostering the model's intrinsic 'subitizing'
capability. This ability allows the model to accurately estimate the count in
regions by leveraging its understanding of the crowd scenes, mirroring the
human cognitive process. To achieve this goal, we apply masking on unlabeled
data, guiding the model to make predictions for these masked patches based on
the holistic cues. Furthermore, to help with feature learning, herein we
incorporate a fine-grained density classification task. Our method is general
and applicable to most existing crowd counting methods as it doesn't have
strict structural or loss constraints. In addition, we observe that the model
trained with our framework exhibits a 'subitizing'-like behavior. It accurately
predicts low-density regions with only a 'glance', while incorporating local
details to predict high-density regions. Our method achieves the
state-of-the-art performance, surpassing previous approaches by a large margin
on challenging benchmarks such as ShanghaiTech A and UCF-QNRF. The code is
available at: https://github.com/cha15yq/MRC-Crowd.
",cs.CV
189066,"Modeling T1 Resting-State MRI Variants Using Convolutional Neural
  Networks in Diagnosis of OCD","  Obsessive-compulsive disorder (OCD) presents itself as a highly debilitating
disorder. The disorder has common associations with the prefrontal cortex and
the glutamate receptor known as Metabotropic Glutamate Receptor 5 (mGluR5).
This receptor has been observed to demonstrate higher levels of signaling from
positron emission tomography scans measured by its distribution volume ratios
in mice. Despite this evidence, studies are unable to fully verify the
involvement of mGluR5 as more empirical data is needed. Computational modeling
methods were used as a means of validation for previous hypotheses involving
mGluR5. The inadequacies in relation to the causal factor of OCD were answered
by utilizing T1 resting-state magnetic resonance imaging (TRS-MRI) scans of
patients suffering from schizophrenia, major depressive disorder, and
obsessive-compulsive disorder. Because comorbid cases often occur within these
disorders, cross-comparative abilities become necessary to find distinctive
characteristics. Two-dimensional convolutional neural networks alongside
ResNet50 and MobileNet models were constructed and evaluated for efficiency.
Activation heatmaps of TRS-MRI scans were outputted, allowing for
transcriptomics analysis. Though, a lack of ability to predict OCD cases
prevented gene expression analysis. Across all models, there was an 88.75%
validation accuracy for MDD, and 82.08% validation accuracy for SZD under the
framework of ResNet50 as well as novel computation. OCD yielded an accuracy
rate of around 54.4%. These results provided further evidence for the p-factor
theory regarding mental disorders. Future work involves the application of
alternate transfer learning networks than those used in this paper to bolster
accuracy rates.
",q-bio.NC cs.CV cs.LG eess.IV
303873,Deblurring 3D Gaussian Splatting,"  Recent studies in Radiance Fields have paved the robust way for novel view
synthesis with their photorealistic rendering quality. Nevertheless, they
usually employ neural networks and volumetric rendering, which are costly to
train and impede their broad use in various real-time applications due to the
lengthy rendering time. Lately 3D Gaussians splatting-based approach has been
proposed to model the 3D scene, and it achieves remarkable visual quality while
rendering the images in real-time. However, it suffers from severe degradation
in the rendering quality if the training images are blurry. Blurriness commonly
occurs due to the lens defocusing, object motion, and camera shake, and it
inevitably intervenes in clean image acquisition. Several previous studies have
attempted to render clean and sharp images from blurry input images using
neural fields. The majority of those works, however, are designed only for
volumetric rendering-based neural radiance fields and are not straightforwardly
applicable to rasterization-based 3D Gaussian splatting methods. Thus, we
propose a novel real-time deblurring framework, Deblurring 3D Gaussian
Splatting, using a small Multi-Layer Perceptron (MLP) that manipulates the
covariance of each 3D Gaussian to model the scene blurriness. While Deblurring
3D Gaussian Splatting can still enjoy real-time rendering, it can reconstruct
fine and sharp details from blurry images. A variety of experiments have been
conducted on the benchmark, and the results have revealed the effectiveness of
our approach for deblurring. Qualitative results are available at
https://benhenryl.github.io/Deblurring-3D-Gaussian-Splatting/
",cs.CV
70993,Hiding Visual Information via Obfuscating Adversarial Perturbations,"  Growing leakage and misuse of visual information raise security and privacy
concerns, which promotes the development of information protection. Existing
adversarial perturbations-based methods mainly focus on the de-identification
against deep learning models. However, the inherent visual information of the
data has not been well protected. In this work, inspired by the Type-I
adversarial attack, we propose an adversarial visual information hiding method
to protect the visual privacy of data. Specifically, the method generates
obfuscating adversarial perturbations to obscure the visual information of the
data. Meanwhile, it maintains the hidden objectives to be correctly predicted
by models. In addition, our method does not modify the parameters of the
applied model, which makes it flexible for different scenarios. Experimental
results on the recognition and classification tasks demonstrate that the
proposed method can effectively hide visual information and hardly affect the
performances of models. The code is available in the supplementary material.
",cs.CV
228839,Meromorphic Bergman spaces,"  In this paper we introduce new spaces of holomorphic functions on the pointed
unit disc of $\mathbb C$ that generalize classical Bergman spaces. We prove
some fundamental properties of these spaces and their dual spaces. We finish
the paper by extending Hardy-Littlewood and Fej\'er-Riesz inequalities to these
spaces with an application on Toeplitz operators.
",math.CV
404786,Balancing Performance and Efficiency in Zero-shot Robotic Navigation,"  We present an optimization study of the Vision-Language Frontier Maps (VLFM)
applied to the Object Goal Navigation task in robotics. Our work evaluates the
efficiency and performance of various vision-language models, object detectors,
segmentation models, and multi-modal comprehension and Visual Question
Answering modules. Using the $\textit{val-mini}$ and $\textit{val}$ splits of
Habitat-Matterport 3D dataset, we conduct experiments on a desktop with limited
VRAM. We propose a solution that achieves a higher success rate (+1.55%)
improving over the VLFM BLIP-2 baseline without substantial success-weighted
path length loss while requiring $\textbf{2.3 times}$ less video memory. Our
findings provide insights into balancing model performance and computational
efficiency, suggesting effective deployment strategies for resource-limited
environments.
",cs.RO cs.CV
188363,"Retrieving-to-Answer: Zero-Shot Video Question Answering with Frozen
  Large Language Models","  Video Question Answering (VideoQA) has been significantly advanced from the
scaling of recent Large Language Models (LLMs). The key idea is to convert the
visual information into the language feature space so that the capacity of LLMs
can be fully exploited. Existing VideoQA methods typically take two paradigms:
(1) learning cross-modal alignment, and (2) using an off-the-shelf captioning
model to describe the visual data. However, the first design needs costly
training on many extra multi-modal data, whilst the second is further limited
by limited domain generalization. To address these limitations, a simple yet
effective Retrieving-to-Answer (R2A) framework is proposed.Given an input
video, R2A first retrieves a set of semantically similar texts from a generic
text corpus using a pre-trained multi-modal model (e.g., CLIP). With both the
question and the retrieved texts, a LLM (e.g., DeBERTa) can be directly used to
yield a desired answer. Without the need for cross-modal fine-tuning, R2A
allows for all the key components (e.g., LLM, retrieval model, and text corpus)
to plug-and-play. Extensive experiments on several VideoQA benchmarks show that
despite with 1.3B parameters and no fine-tuning, our R2A can outperform the 61
times larger Flamingo-80B model even additionally trained on nearly 2.1B
multi-modal data.
",cs.CV
356937,"MEDDAP: Medical Dataset Enhancement via Diversified Augmentation
  Pipeline","  The effectiveness of Deep Neural Networks (DNNs) heavily relies on the
abundance and accuracy of available training data. However, collecting and
annotating data on a large scale is often both costly and time-intensive,
particularly in medical cases where practitioners are already occupied with
their duties. Moreover, ensuring that the model remains robust across various
scenarios of image capture is crucial in medical domains, especially when
dealing with ultrasound images that vary based on the settings of different
devices and the manual operation of the transducer. To address this challenge,
we introduce a novel pipeline called MEDDAP, which leverages Stable Diffusion
(SD) models to augment existing small datasets by automatically generating new
informative labeled samples. Pretrained checkpoints for SD are typically based
on natural images, and training them for medical images requires significant
GPU resources due to their heavy parameters. To overcome this challenge, we
introduce USLoRA (Ultrasound Low-Rank Adaptation), a novel fine-tuning method
tailored specifically for ultrasound applications. USLoRA allows for selective
fine-tuning of weights within SD, requiring fewer than 0.1\% of parameters
compared to fully fine-tuning only the UNet portion of SD. To enhance dataset
diversity, we incorporate different adjectives into the generation process
prompts, thereby desensitizing the classifiers to intensity changes across
different images. This approach is inspired by clinicians' decision-making
processes regarding breast tumors, where tumor shape often plays a more crucial
role than intensity. In conclusion, our pipeline not only outperforms
classifiers trained on the original dataset but also demonstrates superior
performance when encountering unseen datasets. The source code is available at
https://github.com/yasamin-med/MEDDAP.
",eess.IV cs.CV cs.LG
444445,Hands-on STEM Learning Experiences using Digital Technologies,"  The facilitation of STEM education can be enhanced by the provision of
opportunities for learners to gain a better understanding of science through
the utilization of tangible and visual examples. The objective of this work is
to present an account of our experiences and activities carried out in Italian
schools with this novel approach. The selection of projects and experiences
discussed --in which students develop a range of core competencies such as
collaboration, creativity, critical thinking, experimentation, prototyping,
communication and problem-solving; include tangible complex 3D printed
structures, large micro-controller board replicas and the visualization of wind
dynamics and tiny invisible elementary particles among others. These hands-on
experiences demonstrate the benefits on the use of digital fabrication
technologies implemented within a FabLab for STEM learning.
",physics.ed-ph cs.CV cs.ET physics.soc-ph
206510,"Flight Contrail Segmentation via Augmented Transfer Learning with Novel
  SR Loss Function in Hough Space","  Air transport poses significant environmental challenges, particularly
regarding the role of flight contrails in climate change due to their potential
global warming impact. Traditional computer vision techniques struggle under
varying remote sensing image conditions, and conventional machine learning
approaches using convolutional neural networks are limited by the scarcity of
hand-labeled contrail datasets. To address these issues, we employ few-shot
transfer learning to introduce an innovative approach for accurate contrail
segmentation with minimal labeled data. Our methodology leverages backbone
segmentation models pre-trained on extensive image datasets and fine-tuned
using an augmented contrail-specific dataset. We also introduce a novel loss
function, termed SR Loss, which enhances contrail line detection by
transforming the image space into Hough space. This transformation results in a
significant performance improvement over generic image segmentation loss
functions. Our approach offers a robust solution to the challenges posed by
limited labeled data and significantly advances the state of contrail detection
models.
",cs.CV cs.LG eess.IV
393052,"Paired Conditional Generative Adversarial Network for Highly Accelerated
  Liver 4D MRI","  Purpose: 4D MRI with high spatiotemporal resolution is desired for
image-guided liver radiotherapy. Acquiring densely sampling k-space data is
time-consuming. Accelerated acquisition with sparse samples is desirable but
often causes degraded image quality or long reconstruction time. We propose the
Reconstruct Paired Conditional Generative Adversarial Network (Re-Con-GAN) to
shorten the 4D MRI reconstruction time while maintaining the reconstruction
quality.
  Methods: Patients who underwent free-breathing liver 4D MRI were included in
the study. Fully- and retrospectively under-sampled data at 3, 6 and 10 times
(3x, 6x and 10x) were first reconstructed using the nuFFT algorithm. Re-Con-GAN
then trained input and output in pairs. Three types of networks, ResNet9, UNet
and reconstruction swin transformer, were explored as generators. PatchGAN was
selected as the discriminator. Re-Con-GAN processed the data (3D+t) as temporal
slices (2D+t). A total of 48 patients with 12332 temporal slices were split
into training (37 patients with 10721 slices) and test (11 patients with 1611
slices).
  Results: Re-Con-GAN consistently achieved comparable/better PSNR, SSIM, and
RMSE scores compared to CS/UNet models. The inference time of Re-Con-GAN, UNet
and CS are 0.15s, 0.16s, and 120s. The GTV detection task showed that
Re-Con-GAN and CS, compared to UNet, better improved the dice score (3x
Re-Con-GAN 80.98%; 3x CS 80.74%; 3x UNet 79.88%) of unprocessed under-sampled
images (3x 69.61%).
  Conclusion: A generative network with adversarial training is proposed with
promising and efficient reconstruction results demonstrated on an in-house
dataset. The rapid and qualitative reconstruction of 4D liver MR has the
potential to facilitate online adaptive MR-guided radiotherapy for liver
cancer.
",eess.IV cs.CV
488130,Machine Unlearning in Forgettability Sequence,"  Machine unlearning (MU) is becoming a promising paradigm to achieve the
""right to be forgotten"", where the training trace of any chosen data points
could be eliminated, while maintaining the model utility on general testing
samples after unlearning. With the advancement of forgetting research, many
fundamental open questions remain unanswered: do different samples exhibit
varying levels of difficulty in being forgotten? Further, does the sequence in
which samples are forgotten, determined by their respective difficulty levels,
influence the performance of forgetting algorithms? In this paper, we identify
key factor affecting unlearning difficulty and the performance of unlearning
algorithms. We find that samples with higher privacy risks are more likely to
be unlearning, indicating that the unlearning difficulty varies among different
samples which motives a more precise unlearning mode. Built upon this insight,
we propose a general unlearning framework, dubbed RSU, which consists of
Ranking module and SeqUnlearn module.
",cs.LG cs.CV
133753,"Report of the Medical Image De-Identification (MIDI) Task Group -- Best
  Practices and Recommendations","  This report addresses the technical aspects of de-identification of medical
images of human subjects and biospecimens, such that re-identification risk of
ethical, moral, and legal concern is sufficiently reduced to allow unrestricted
public sharing for any purpose, regardless of the jurisdiction of the source
and distribution sites. All medical images, regardless of the mode of
acquisition, are considered, though the primary emphasis is on those with
accompanying data elements, especially those encoded in formats in which the
data elements are embedded, particularly Digital Imaging and Communications in
Medicine (DICOM). These images include image-like objects such as
Segmentations, Parametric Maps, and Radiotherapy (RT) Dose objects. The scope
also includes related non-image objects, such as RT Structure Sets, Plans and
Dose Volume Histograms, Structured Reports, and Presentation States. Only
de-identification of publicly released data is considered, and alternative
approaches to privacy preservation, such as federated learning for artificial
intelligence (AI) model development, are out of scope, as are issues of privacy
leakage from AI model sharing. Only technical issues of public sharing are
addressed.
",cs.CR cs.CV eess.IV
442297,Mean Opinion Score as a New Metric for User-Evaluation of XAI Methods,"  This paper investigates the use of Mean Opinion Score (MOS), a common image
quality metric, as a user-centric evaluation metric for XAI post-hoc
explainers. To measure the MOS, a user experiment is proposed, which has been
conducted with explanation maps of intentionally distorted images. Three
methods from the family of feature attribution methods - Gradient-weighted
Class Activation Mapping (Grad-CAM), Multi-Layered Feature Explanation Method
(MLFEM), and Feature Explanation Method (FEM) - are compared with this metric.
Additionally, the correlation of this new user-centric metric with automatic
metrics is studied via Spearman's rank correlation coefficient. MOS of MLFEM
shows the highest correlation with automatic metrics of Insertion Area Under
Curve (IAUC) and Deletion Area Under Curve (DAUC). However, the overall
correlations are limited, which highlights the lack of consensus between
automatic and user-centric metrics.
",cs.CV eess.IV
236655,Robust Burned Area Delineation through Multitask Learning,"  In recent years, wildfires have posed a significant challenge due to their
increasing frequency and severity. For this reason, accurate delineation of
burned areas is crucial for environmental monitoring and post-fire assessment.
However, traditional approaches relying on binary segmentation models often
struggle to achieve robust and accurate results, especially when trained from
scratch, due to limited resources and the inherent imbalance of this
segmentation task. We propose to address these limitations in two ways: first,
we construct an ad-hoc dataset to cope with the limited resources, combining
information from Sentinel-2 feeds with Copernicus activations and other data
sources. In this dataset, we provide annotations for multiple tasks, including
burned area delineation and land cover segmentation. Second, we propose a
multitask learning framework that incorporates land cover classification as an
auxiliary task to enhance the robustness and performance of the burned area
segmentation models. We compare the performance of different models, including
UPerNet and SegFormer, demonstrating the effectiveness of our approach in
comparison to standard binary segmentation.
",cs.CV
